"Amtlicher
Regional-
schlüssel (ARS)","Amtlicher
Gemeinde-schlüssel (AGS)"
97740119119,9774119
97740121121,9774121
97740122122,9774122
97740135135,9774135
97740144144,9774144
97740145145,9774145
97740150150,9774150
97740155155,9774155
97740162162,9774162
97745727,
97745727136,9774136
97745727171,9774171
97745727174,9774174
97745728,
97745728127,9774127
97745728140,9774140
97745728151,9774151
97745728178,9774178
97745728196,9774196
97745729,
97745729118,9774118
97745729148,9774148
97745730,
97745730133,9774133
97745730143,9774143
97745730191,9774191
97745731,
97745731111,9774111
97745731117,9774117
97745731117,9774117
97745731124,9774124
97745731124,9774124
97745731129,9774129
97745731129,9774129
97745731189,9774189
97745731189,9774189
97745731192,9774192
97745731192,9774192
97745732,
97745732115,9774115
97745732160,9774160
97745732185,9774185
97745733,
97745733166,9774166
97745733198,9774198
9775,
97750115115,9775115
97750129129,9775129
97750134134,9775134
97750135135,9775135
97750139139,9775139
97750149149,9775149
97750152152,9775152
97750162162,9775162
97750164164,9775164
97755739,
97755739126,9775126
97755739143,9775143
97755740,
97755740111,9775111
97755740132,9775132
97755740142,9775142
97755741,
97755741118,9775118
97755741141,9775141
97755741161,9775161
9776,
97760111111,9776111
97760114114,9776114
97760116116,9776116
97760117117,9776117
97760120120,9776120
97760122122,9776122
97760125125,9776125
97760128128,9776128
97760129129,9776129
97760131131,9776131
97765735,
97765735115,9776115
97765735126,9776126
97765735130,9776130
97765737,
97765737112,9776112
97765737113,9776113
97765737118,9776118
97765737124,9776124
97765738,
97765738121,9776121
97765738127,9776127
9777,
97770129129,9777129
97770130130,9777130
97770147147,9777147
97770151151,9777151
97770152152,9777152
97770153153,9777153
97770159159,9777159
97770165165,9777165
97770169169,9777169
97770173173,9777173
97775748,
97775748121,9777121
97775748140,9777140
97775748140,9777140
97775748145,9777145
97775748145,9777145
97775748177,9777177
97775748177,9777177
97775749,
97775749139,9777139
97775749158,9777158
97775749164,9777164
97775751,
97775751141,9777141
97775751155,9777155
97775751155,9777155
97775751157,9777157
97775751157,9777157
97775751172,9777172
97775751172,9777172
97775751182,9777182
97775751182,9777182
97775752,
97775752111,9777111
97775752112,9777112
97775752118,9777118
97775752167,9777167
97775752167,9777167
97775753,
97775753114,9777114
97775753124,9777124
97775753128,9777128
97775754,
97775754138,9777138
97775754154,9777154
97775754176,9777176
97775755,
97775755131,9777131
97775755131,9777131
97775755144,9777144
97775755144,9777144
97775755175,9777175
97775756,
97775756125,9777125
97775756135,9777135
97775756149,9777149
97775756168,9777168
97775756170,9777170
97775756179,9777179
97775770,
97775770163,9777163
97775770166,9777166
97775772,
97775772171,9777171
97775772183,9777183
9778,
97780116116,9778116
97780123123,9778123
97780137137,9778137
97780168168,9778168
97780169169,9778169
97780173173,9778173
97780196196,9778196
97780204204,9778204
97785757,
97785757119,9778119
97785757149,9778149
97785757186,9778186
97785758,
97785758115,9778115
97785758130,9778130
97785758157,9778157
97785758184,9778184
97785758217,9778217
97785758221,9778221
97785759,
97785759121,9778121
97785759121,9778121
97785759183,9778183
97785759183,9778183
97785759187,9778187
97785759190,9778190
97785759190,9778190
97785760,
97785760134,9778134
97785760134,9778134
97785760158,9778158
97785760158,9778158
97785761,
97785761120,9778120
97785761139,9778139
97785761150,9778150
97785761177,9778177
97785761188,9778188
97785762,
97785762136,9778136
97785762136,9778136
97785762163,9778163
97785762163,9778163
97785762180,9778180
97785762180,9778180
97785762214,9778214
97785762214,9778214
97785764,
97785764111,9778111
97785764111,9778111
97785764203,9778203
97785764209,9778209
97785764209,9778209
97785764216,9778216
97785764216,9778216
97785765,
97785765118,9778118
97785765151,9778151
97785765162,9778162
97785765171,9778171
97785765202,9778202
97785765205,9778205
97785766,
97785766113,9778113
97785766127,9778127
97785766199,9778199
97785766207,9778207
97785767,
97785767161,9778161
97785767161,9778161
97785767164,9778164
97785767164,9778164
97785767165,9778165
97785768,
97785768144,9778144
97785768218,9778218
97785768219,9778219
9779,
97790115115,9779115
97790131131,9779131
97790147147,9779147
97790155155,9779155
97790169169,9779169
97790178178,9779178
97790181181,9779181
97790185185,9779185
97790194194,9779194
97790196196,9779196
97790201201,9779201
97790218218,9779218
97795720,
97795720176,9779176
97795720176,9779176
97795720177,9779177
97795720177,9779177
97795720224,9779224
97795721,
97795721117,9779117
97795721117,9779117
97795721138,9779138
97795721138,9779138
97795721154,9779154
97795721154,9779154
97795721180,9779180
97795721180,9779180
97795721188,9779188
97795721188,9779188
97795721197,9779197
97795721197,9779197
97795722,
97795722111,9779111
97795722112,9779112
97795722130,9779130
97795722136,9779136
97795722146,9779146
97795722162,9779162
97795722184,9779184
97795722203,9779203
97795722226,9779226
97795723,
97795723148,9779148
97795723167,9779167
97795723198,9779198
97795723228,9779228
97795723231,9779231
97795724,
97795724126,9779126
97795724126,9779126
97795724129,9779129
97795724129,9779129
97795724186,9779186
97795724206,9779206
97795724206,9779206
97795724217,9779217
97795724217,9779217
97795725,
97795725149,9779149
97795725163,9779163
97795725187,9779187
97795725192,9779192
9780,
97800112112,9780112
97800114114,9780114
97800115115,9780115
97800117117,9780117
97800118118,9780118
97800119119,9780119
97800120120,9780120
97800122122,9780122
97800123123,9780123
97800124124,9780124
97800125125,9780125
97800128128,9780128
97800132132,9780132
97800133133,9780133
97800137137,9780137
97800139139,9780139
97800140140,9780140
97800143143,9780143
97800145145,9780145
97800146146,9780146
97800147147,9780147
97805742,
97805742113,9780113
97805742113,9780113
97805742116,9780116
97805742116,9780116
97805742121,9780121
97805742131,9780131
97805742131,9780131
97805742134,9780134
97805742134,9780134
97805745,
97805745127,9780127
97805745144,9780144
10,
10041,
1.0041E+11,10041100
1.00411E+11,10041511
1.00411E+11,10041512
1.00411E+11,10041513
1.00411E+11,10041514
1.00411E+11,10041515
1.00411E+11,10041516
1.00411E+11,10041517
1.00411E+11,10041518
1.00411E+11,10041519
10042,
1.0042E+11,10042111
1.0042E+11,10042112
1.0042E+11,10042113
1.0042E+11,10042114
1.0042E+11,10042115
1.0042E+11,10042116
1.0042E+11,10042117
10043,
1.0043E+11,10043111
1.0043E+11,10043112
1.0043E+11,10043113
1.0043E+11,10043114
1.0043E+11,10043115
1.0043E+11,10043116
1.0043E+11,10043117
10044,
1.0044E+11,10044111
1.0044E+11,10044112
1.0044E+11,10044113
1.0044E+11,10044114
1.0044E+11,10044115
1.0044E+11,10044116
1.0044E+11,10044117
1.0044E+11,10044118
1.0044E+11,10044119
1.0044E+11,10044120
1.0044E+11,10044121
1.0044E+11,10044122
1.0044E+11,10044123
10045,
1.0045E+11,10045111
1.0045E+11,10045112
1.0045E+11,10045113
1.0045E+11,10045114
1.0045E+11,10045115
1.0045E+11,10045116
1.0045E+11,10045117
10046,
1.0046E+11,10046111
1.0046E+11,10046112
1.0046E+11,10046113
1.0046E+11,10046114
1.0046E+11,10046115
1.0046E+11,10046116
1.0046E+11,10046117
1.0046E+11,10046118
11,
11000,
1.1E+11,11000000
12,
12051,
1.2051E+11,12051000
12052,
1.2052E+11,12052000
12053,
1.2053E+11,12053000
12054,
1.2054E+11,12054000
12060,
1.206E+11,12060005
1.206E+11,12060020
1.206E+11,12060052
1.206E+11,12060181
1.206E+11,12060198
1.206E+11,12060269
1.206E+11,12060280
120605003,
1.20605E+11,12060024
1.20605E+11,12060034
1.20605E+11,12060154
1.20605E+11,12060161
1.20605E+11,12060192
1.20605E+11,12060250
120605006,
1.20605E+11,12060012
1.20605E+11,12060068
1.20605E+11,12060100
1.20605E+11,12060296
120605011,
1.20605E+11,12060036
1.20605E+11,12060045
1.20605E+11,12060092
1.20605E+11,12060128
1.20605E+11,12060149
1.20605E+11,12060172
1.20605E+11,12060176
1.20605E+11,12060185
12061,
1.2061E+11,12061020
1.2061E+11,12061112
1.2061E+11,12061217
1.2061E+11,12061219
1.2061E+11,12061260
1.2061E+11,12061316
1.2061E+11,12061320
1.2061E+11,12061329
1.2061E+11,12061332
1.2061E+11,12061433
1.2061E+11,12061444
1.20611E+11,12061540
1.20611E+11,12061572
120615108,
1.20615E+11,12061192
1.20615E+11,12061216
1.20615E+11,12061328
1.20615E+11,12061344
1.20615E+11,12061448
1.20615E+11,12061492
120615113,
1.20615E+11,12061005
1.20615E+11,12061061
1.20615E+11,12061224
1.20615E+11,12061308
1.20615E+11,12061352
1.20615E+11,12061450
1.20615E+11,12061470
1.20615E+11,12061476
120615114,
1.20615E+11,12061017
1.20615E+11,12061097
1.20615E+11,12061164
1.20615E+11,12061244
1.20615E+11,12061265
1.20615E+11,12061405
1.20615E+11,12061428
1.20615E+11,12061435
1.20615E+11,12061471
1.20615E+11,12061510
12062,
1.2062E+11,12062092
1.2062E+11,12062124
1.2062E+11,12062140
1.2062E+11,12062224
1.2062E+11,12062410
1.2062E+11,12062461
1.2062E+11,12062469
120625031,
1.20625E+11,12062024
1.20625E+11,12062128
1.20625E+11,12062341
1.20625E+11,12062500
120625202,
1.20625E+11,12062219
1.20625E+11,12062417
1.20625E+11,12062440
1.20625E+11,12062453
1.20625E+11,12062492
120625205,
1.20625E+11,12062088
1.20625E+11,12062293
1.20625E+11,12062333
1.20625E+11,12062425
120625207,
1.20625E+11,12062177
1.20625E+11,12062240
1.20625E+11,12062372
1.20625E+11,12062464
120625209,
1.20625E+11,12062134
1.20625E+11,12062237
1.20625E+11,12062282
1.20625E+11,12062289
1.20625E+11,12062445
120625211,
1.20625E+11,12062196
1.20625E+11,12062208
1.20625E+11,12062232
1.20625E+11,12062336
12063,
1.2063E+11,12063036
1.2063E+11,12063056
1.2063E+11,12063080
1.2063E+11,12063148
1.2063E+11,12063189
1.2063E+11,12063208
1.2063E+11,12063244
1.2063E+11,12063252
1.2063E+11,12063273
1.2063E+11,12063357
120635302,
1.20635E+11,12063088
1.20635E+11,12063142
1.20635E+11,12063202
1.20635E+11,12063228
1.20635E+11,12063240
1.20635E+11,12063256
120635306,
1.20635E+11,12063165
1.20635E+11,12063186
1.20635E+11,12063212
1.20635E+11,12063293
120635309,
1.20635E+11,12063094
1.20635E+11,12063112
1.20635E+11,12063134
1.20635E+11,12063161
1.20635E+11,12063260
1.20635E+11,12063274
12064,
1.2064E+11,12064029
1.2064E+11,12064044
1.2064E+11,12064136
1.2064E+11,12064227
1.2064E+11,12064274
1.2064E+11,12064317
1.2064E+11,12064336
1.2064E+11,12064380
1.2064E+11,12064428
1.2064E+11,12064448
1.2064E+11,12064472
1.20641E+11,12064512
120645403,
1.20645E+11,12064053
1.20645E+11,12064125
1.20645E+11,12064205
1.20645E+11,12064222
120645404,
1.20645E+11,12064009
1.20645E+11,12064057
1.20645E+11,12064172
1.20645E+11,12064266
1.20645E+11,12064538
120645406,
1.20645E+11,12064268
1.20645E+11,12064388
1.20645E+11,12064420
1.20645E+11,12064480
1.20645E+11,12064539
120645408,
1.20645E+11,12064084
1.20645E+11,12064153
1.20645E+11,12064303
1.20645E+11,12064370
1.20645E+11,12064408
1.20645E+11,12064484
120645412,
1.20645E+11,12064128
1.20645E+11,12064130
1.20645E+11,12064190
1.20645E+11,12064288
1.20645E+11,12064290
1.20645E+11,12064340
1.20645E+11,12064482
120645414,
1.20645E+11,12064061
1.20645E+11,12064349
1.20645E+11,12064365
1.20645E+11,12064371
1.20645E+11,12064393
1.20645E+11,12064417
12065,
1.2065E+11,12065036
1.2065E+11,12065084
1.2065E+11,12065096
1.2065E+11,12065136
1.2065E+11,12065144
1.2065E+11,12065165
1.2065E+11,12065180
1.2065E+11,12065193
1.2065E+11,12065198
1.2065E+11,12065225
1.2065E+11,12065251
1.2065E+11,12065256
1.2065E+11,12065332
1.2065E+11,12065356
120655502,
1.20656E+11,12065100
1.20656E+11,12065117
1.20656E+11,12065276
1.20656E+11,12065301
1.20656E+11,12065310
12066,
1.2066E+11,12066052
1.2066E+11,12066112
1.2066E+11,12066176
1.2066E+11,12066196
1.2066E+11,12066285
1.2066E+11,12066296
1.2066E+11,12066304
1.2066E+11,12066320
120665601,
1.20666E+11,12066008
1.20666E+11,12066041
1.20666E+11,12066202
1.20666E+11,12066226
1.20666E+11,12066228
120665606,
1.20666E+11,12066064
1.20666E+11,12066104
1.20666E+11,12066168
1.20666E+11,12066188
1.20666E+11,12066240
1.20666E+11,12066316
120665607,
1.20666E+11,12066116
1.20666E+11,12066120
1.20666E+11,12066124
1.20666E+11,12066132
1.20666E+11,12066272
1.20666E+11,12066292
12067,
1.2067E+11,12067036
1.2067E+11,12067120
1.2067E+11,12067124
1.2067E+11,12067137
1.2067E+11,12067144
1.2067E+11,12067201
1.2067E+11,12067426
1.2067E+11,12067440
1.2067E+11,12067481
1.2067E+11,12067493
1.20671E+11,12067544
120675701,
1.20676E+11,12067076
1.20676E+11,12067180
1.20676E+11,12067508
1.20676E+11,12067528
1.20676E+11,12067552
120675705,
1.20676E+11,12067292
1.20676E+11,12067338
1.20676E+11,12067357
120675706,
1.20676E+11,12067040
1.20676E+11,12067072
1.20676E+11,12067237
1.20676E+11,12067473
120675707,
1.20676E+11,12067024
1.20676E+11,12067112
1.20676E+11,12067288
1.20676E+11,12067413
1.20676E+11,12067520
120675708,
1.20676E+11,12067205
1.20676E+11,12067324
1.20676E+11,12067336
1.20676E+11,12067397
1.20676E+11,12067438
1.20676E+11,12067458
120675709,
1.20676E+11,12067173
1.20676E+11,12067408
1.20676E+11,12067469
12068,
1.2068E+11,12068117
1.2068E+11,12068181
1.2068E+11,12068264
1.2068E+11,12068320
1.2068E+11,12068353
1.2068E+11,12068468
1.2068E+11,12068477
120685804,
1.20686E+11,12068188
1.20686E+11,12068280
1.20686E+11,12068372
1.20686E+11,12068437
120685805,
1.20686E+11,12068052
1.20686E+11,12068109
1.20686E+11,12068324
1.20686E+11,12068409
1.20686E+11,12068417
1.20686E+11,12068501
120685807,
1.20686E+11,12068072
1.20686E+11,12068306
1.20686E+11,12068413
1.20686E+11,12068425
1.20686E+11,12068426
1.20686E+11,12068452
12069,
1.2069E+11,12069017
1.2069E+11,12069020
1.2069E+11,12069249
1.2069E+11,12069304
1.2069E+11,12069306
1.2069E+11,12069397
1.2069E+11,12069454
1.20691E+11,12069590
1.20691E+11,12069596
1.20691E+11,12069604
1.20691E+11,12069616
1.20691E+11,12069632
1.20691E+11,12069656
1.20691E+11,12069665
120695902,
1.20696E+11,12069018
1.20696E+11,12069019
1.20696E+11,12069270
1.20696E+11,12069460
1.20696E+11,12069541
120695904,
1.20696E+11,12069052
1.20696E+11,12069056
1.20696E+11,12069076
1.20696E+11,12069216
1.20696E+11,12069345
1.20696E+11,12069470
120695910,
1.20696E+11,12069402
1.20696E+11,12069448
1.20696E+11,12069474
1.20696E+11,12069485
120695917,
1.20696E+11,12069028
1.20696E+11,12069537
1.20696E+11,12069688
120695918,
1.20696E+11,12069089
1.20696E+11,12069224
1.20696E+11,12069232
1.20696E+11,12069648
1.20696E+11,12069680
1.20696E+11,12069696
12070,
1.207E+11,12070125
1.207E+11,12070149
1.207E+11,12070173
1.207E+11,12070296
1.207E+11,12070302
1.207E+11,12070316
1.207E+11,12070424
120705001,
1.20705E+11,12070008
1.20705E+11,12070052
1.20705E+11,12070241
1.20705E+11,12070348
1.20705E+11,12070416
120705005,
1.20705E+11,12070060
1.20705E+11,12070236
1.20705E+11,12070244
1.20705E+11,12070246
120705006,
1.20705E+11,12070096
1.20705E+11,12070153
1.20705E+11,12070222
1.20705E+11,12070266
1.20705E+11,12070280
120705009,
1.20705E+11,12070028
1.20705E+11,12070145
1.20705E+11,12070300
1.20705E+11,12070325
1.20705E+11,12070393
12071,
1.2071E+11,12071057
1.2071E+11,12071076
1.2071E+11,12071160
1.2071E+11,12071244
1.2071E+11,12071301
1.2071E+11,12071337
1.2071E+11,12071372
1.2071E+11,12071408
120715101,
1.20715E+11,12071028
1.20715E+11,12071032
1.20715E+11,12071041
1.20715E+11,12071164
1.20715E+11,12071341
1.20715E+11,12071412
120715102,
1.20715E+11,12071044
1.20715E+11,12071074
1.20715E+11,12071153
1.20715E+11,12071189
1.20715E+11,12071294
1.20715E+11,12071392
1.20715E+11,12071414
120715107,
1.20715E+11,12071052
1.20715E+11,12071060
1.20715E+11,12071176
1.20715E+11,12071193
1.20715E+11,12071304
1.20715E+11,12071384
1.20715E+11,12071386
1.20715E+11,12071401
12072,
1.2072E+11,12072002
1.2072E+11,12072014
1.2072E+11,12072017
1.2072E+11,12072120
1.2072E+11,12072169
1.2072E+11,12072232
1.2072E+11,12072240
1.2072E+11,12072297
1.2072E+11,12072312
1.2072E+11,12072340
1.2072E+11,12072426
1.2072E+11,12072477
120725204,
1.20725E+11,12072053
1.20725E+11,12072055
1.20725E+11,12072157
1.20725E+11,12072298
12073,
1.2073E+11,12073008
1.2073E+11,12073069
1.2073E+11,12073384
1.2073E+11,12073429
1.2073E+11,12073452
1.20731E+11,12073572
1.20731E+11,12073579
120735051,
1.20735E+11,12073440
1.20735E+11,12073532
120735303,
1.20735E+11,12073085
1.20735E+11,12073093
1.20735E+11,12073216
1.20735E+11,12073490
1.20735E+11,12073520
120735304,
1.20735E+11,12073097
1.20735E+11,12073189
1.20735E+11,12073309
1.20735E+11,12073393
1.20735E+11,12073565
120735305,
1.20735E+11,12073157
1.20735E+11,12073201
1.20735E+11,12073396
1.20735E+11,12073404
1.20735E+11,12073569
120735306,
1.20735E+11,12073225
1.20735E+11,12073261
1.20735E+11,12073430
1.20735E+11,12073458
1.20735E+11,12073578
1.20735E+11,12073645
13,
13003,
1.3003E+11,13003000
13004,
1.3004E+11,13004000
13071,
1.3071E+11,13071027
1.3071E+11,13071029
1.3071E+11,13071033
1.3071E+11,13071107
1.3071E+11,13071110
1.3071E+11,13071156
130715151,
1.30715E+11,13071008
1.30715E+11,13071014
1.30715E+11,13071064
1.30715E+11,13071065
1.30715E+11,13071072
1.30715E+11,13071076
1.30715E+11,13071089
1.30715E+11,13071096
1.30715E+11,13071112
1.30715E+11,13071128
1.30715E+11,13071131
1.30715E+11,13071136
1.30715E+11,13071139
1.30715E+11,13071148
1.30715E+11,13071150
1.30715E+11,13071157
130715152,
1.30715E+11,13071028
1.30715E+11,13071035
1.30715E+11,13071037
130715153,
1.30715E+11,13071007
1.30715E+11,13071032
1.30715E+11,13071039
1.30715E+11,13071084
1.30715E+11,13071092
1.30715E+11,13071109
130715154,
1.30715E+11,13071001
1.30715E+11,13071036
1.30715E+11,13071043
1.30715E+11,13071093
1.30715E+11,13071113
1.30715E+11,13071114
1.30715E+11,13071138
1.30715E+11,13071155
1.30715E+11,13071171
130715155,
1.30715E+11,13071099
1.30715E+11,13071119
1.30715E+11,13071159
1.30715E+11,13071167
130715156,
1.30715E+11,13071011
1.30715E+11,13071012
1.30715E+11,13071025
1.30715E+11,13071042
1.30715E+11,13071058
1.30715E+11,13071066
1.30715E+11,13071075
1.30715E+11,13071080
1.30715E+11,13071100
1.30715E+11,13071147
1.30715E+11,13071162
130715157,
1.30715E+11,13071009
1.30715E+11,13071010
1.30715E+11,13071019
1.30715E+11,13071104
1.30715E+11,13071108
1.30715E+11,13071111
1.30715E+11,13071140
1.30715E+11,13071141
1.30715E+11,13071145
1.30715E+11,13071161
1.30715E+11,13071166
1.30715E+11,13071170
130715158,
1.30715E+11,13071005
1.30715E+11,13071101
1.30715E+11,13071115
1.30715E+11,13071173
130715159,
1.30715E+11,13071003
1.30715E+11,13071013
1.30715E+11,13071020
1.30715E+11,13071023
1.30715E+11,13071034
1.30715E+11,13071045
1.30715E+11,13071053
1.30715E+11,13071073
1.30715E+11,13071087
1.30715E+11,13071088
1.30715E+11,13071097
1.30715E+11,13071118
1.30715E+11,13071122
1.30715E+11,13071124
1.30715E+11,13071133
1.30715E+11,13071137
1.30715E+11,13071143
1.30715E+11,13071175
1.30715E+11,13071176
130715160,
1.30715E+11,13071047
1.30715E+11,13071056
1.30715E+11,13071063
1.30715E+11,13071069
1.30715E+11,13071071
1.30715E+11,13071077
1.30715E+11,13071078
1.30715E+11,13071103
1.30715E+11,13071144
1.30715E+11,13071154
1.30715E+11,13071172
1.30715E+11,13071174
130715161,
1.30715E+11,13071021
1.30715E+11,13071026
1.30715E+11,13071055
1.30715E+11,13071067
1.30715E+11,13071090
1.30715E+11,13071117
130715162,
1.30715E+11,13071015
1.30715E+11,13071018
1.30715E+11,13071048
1.30715E+11,13071060
1.30715E+11,13071068
1.30715E+11,13071070
1.30715E+11,13071074
1.30715E+11,13071079
1.30715E+11,13071102
1.30715E+11,13071123
1.30715E+11,13071127
1.30715E+11,13071142
1.30715E+11,13071169
130715163,
1.30715E+11,13071002
1.30715E+11,13071004
1.30715E+11,13071006
1.30715E+11,13071016
1.30715E+11,13071017
1.30715E+11,13071022
1.30715E+11,13071041
1.30715E+11,13071044
1.30715E+11,13071049
1.30715E+11,13071050
1.30715E+11,13071057
1.30715E+11,13071059
1.30715E+11,13071081
1.30715E+11,13071120
1.30715E+11,13071125
1.30715E+11,13071135
1.30715E+11,13071146
1.30715E+11,13071158
1.30715E+11,13071160
1.30715E+11,13071163
130715164,
1.30715E+11,13071054
1.30715E+11,13071083
1.30715E+11,13071105
1.30715E+11,13071130
1.30715E+11,13071132
1.30715E+11,13071153
1.30715E+11,13071164
13072,
1.3072E+11,13072006
1.3072E+11,13072029
1.3072E+11,13072036
1.3072E+11,13072043
1.3072E+11,13072058
1.3072E+11,13072060
1.3072E+11,13072074
1.3072E+11,13072091
1.3072E+11,13072093
1.3072E+11,13072106
130725251,
1.30725E+11,13072001
1.30725E+11,13072007
1.30725E+11,13072017
1.30725E+11,13072047
1.30725E+11,13072075
1.30725E+11,13072083
1.30725E+11,13072086
1.30725E+11,13072099
1.30725E+11,13072117
130725252,
1.30725E+11,13072009
1.30725E+11,13072013
1.30725E+11,13072020
1.30725E+11,13072028
1.30725E+11,13072050
1.30725E+11,13072053
1.30725E+11,13072078
1.30725E+11,13072089
1.30725E+11,13072101
1.30725E+11,13072104
1.30725E+11,13072114
1.30725E+11,13072120
130725253,
1.30725E+11,13072019
1.30725E+11,13072081
1.30725E+11,13072087
1.30725E+11,13072108
130725254,
1.30725E+11,13072004
1.30725E+11,13072010
1.30725E+11,13072031
1.30725E+11,13072035
1.30725E+11,13072111
130725255,
1.30725E+11,13072033
1.30725E+11,13072039
1.30725E+11,13072042
1.30725E+11,13072044
1.30725E+11,13072055
1.30725E+11,13072061
1.30725E+11,13072067
1.30725E+11,13072069
1.30725E+11,13072071
1.30725E+11,13072073
1.30725E+11,13072079
1.30725E+11,13072084
1.30725E+11,13072092
1.30725E+11,13072119
130725256,
1.30725E+11,13072026
1.30725E+11,13072048
1.30725E+11,13072056
1.30725E+11,13072059
1.30725E+11,13072063
130725257,
1.30725E+11,13072027
1.30725E+11,13072046
1.30725E+11,13072062
1.30725E+11,13072112
130725258,
1.30725E+11,13072003
1.30725E+11,13072023
1.30725E+11,13072024
1.30725E+11,13072038
1.30725E+11,13072040
1.30725E+11,13072041
1.30725E+11,13072045
1.30725E+11,13072049
1.30725E+11,13072066
1.30725E+11,13072082
1.30725E+11,13072094
1.30725E+11,13072096
1.30725E+11,13072103
1.30725E+11,13072109
1.30725E+11,13072113
130725259,
1.30725E+11,13072002
1.30725E+11,13072005
1.30725E+11,13072008
1.30725E+11,13072014
1.30725E+11,13072022
1.30725E+11,13072085
130725260,
1.30725E+11,13072012
1.30725E+11,13072015
1.30725E+11,13072032
1.30725E+11,13072072
1.30725E+11,13072088
130725261,
1.30725E+11,13072011
1.30725E+11,13072018
1.30725E+11,13072051
1.30725E+11,13072090
1.30725E+11,13072095
1.30725E+11,13072110
1.30725E+11,13072116
130725262,
1.30725E+11,13072021
1.30725E+11,13072034
1.30725E+11,13072037
1.30725E+11,13072076
1.30725E+11,13072097
1.30725E+11,13072102
1.30725E+11,13072105
1.30725E+11,13072107
1.30725E+11,13072118
130725263,
1.30725E+11,13072030
1.30725E+11,13072057
1.30725E+11,13072064
1.30725E+11,13072077
1.30725E+11,13072080
1.30725E+11,13072098
1.30725E+11,13072121
13073,
1.3073E+11,13073011
1.3073E+11,13073035
1.3073E+11,13073055
1.3073E+11,13073070
1.3073E+11,13073080
1.3073E+11,13073088
1.3073E+11,13073089
1.3073E+11,13073105
130735351,
1.30735E+11,13073005
1.30735E+11,13073037
1.30735E+11,13073044
1.30735E+11,13073046
1.30735E+11,13073066
1.30735E+11,13073068
130735352,
1.30735E+11,13073009
1.30735E+11,13073018
1.30735E+11,13073025
1.30735E+11,13073042
1.30735E+11,13073043
1.30735E+11,13073051
1.30735E+11,13073053
1.30735E+11,13073069
1.30735E+11,13073077
1.30735E+11,13073094
130735353,
1.30735E+11,13073010
1.30735E+11,13073014
1.30735E+11,13073027
1.30735E+11,13073038
1.30735E+11,13073049
1.30735E+11,13073063
1.30735E+11,13073064
1.30735E+11,13073065
1.30735E+11,13073072
1.30735E+11,13073074
1.30735E+11,13073083
130735354,
1.30735E+11,13073002
1.30735E+11,13073012
1.30735E+11,13073017
1.30735E+11,13073067
1.30735E+11,13073100
1.30735E+11,13073103
130735355,
1.30735E+11,13073024
1.30735E+11,13073029
1.30735E+11,13073034
1.30735E+11,13073057
1.30735E+11,13073062
1.30735E+11,13073076
1.30735E+11,13073086
1.30735E+11,13073096
1.30735E+11,13073097
1.30735E+11,13073098
130735356,
1.30735E+11,13073023
1.30735E+11,13073090
1.30735E+11,13073102
130735357,
1.30735E+11,13073006
1.30735E+11,13073031
1.30735E+11,13073048
1.30735E+11,13073084
1.30735E+11,13073106
1.30735E+11,13073107
130735358,
1.30735E+11,13073036
1.30735E+11,13073041
1.30735E+11,13073054
1.30735E+11,13073060
1.30735E+11,13073061
1.30735E+11,13073087
1.30735E+11,13073099
1.30735E+11,13073104
130735359,
1.30735E+11,13073004
1.30735E+11,13073013
1.30735E+11,13073019
1.30735E+11,13073030
1.30735E+11,13073052
1.30735E+11,13073071
1.30735E+11,13073078
1.30735E+11,13073101
130735360,
1.30735E+11,13073007
1.30735E+11,13073015
1.30735E+11,13073016
1.30735E+11,13073020
1.30735E+11,13073022
1.30735E+11,13073032
1.30735E+11,13073033
1.30735E+11,13073039
1.30735E+11,13073050
1.30735E+11,13073093
130735361,
1.30735E+11,13073001
1.30735E+11,13073075
1.30735E+11,13073082
1.30735E+11,13073085
130735362,
1.30735E+11,13073003
1.30735E+11,13073021
1.30735E+11,13073028
1.30735E+11,13073040
1.30735E+11,13073045
1.30735E+11,13073059
1.30735E+11,13073073
1.30735E+11,13073079
1.30735E+11,13073081
1.30735E+11,13073092
1.30735E+11,13073095
13074,
1.3074E+11,13074026
1.3074E+11,13074035
1.3074E+11,13074087
130745451,
1.30745E+11,13074002
1.30745E+11,13074003
1.30745E+11,13074008
1.30745E+11,13074019
1.30745E+11,13074030
1.30745E+11,13074031
1.30745E+11,13074047
1.30745E+11,13074053
1.30745E+11,13074082
130745452,
1.30745E+11,13074020
1.30745E+11,13074021
1.30745E+11,13074040
1.30745E+11,13074043
1.30745E+11,13074054
1.30745E+11,13074068
1.30745E+11,13074070
1.30745E+11,13074081
130745453,
1.30745E+11,13074005
1.30745E+11,13074022
1.30745E+11,13074069
1.30745E+11,13074071
1.30745E+11,13074077
1.30745E+11,13074079
1.30745E+11,13074085
1.30745E+11,13074093
130745454,
1.30745E+11,13074010
1.30745E+11,13074016
1.30745E+11,13074032
1.30745E+11,13074037
1.30745E+11,13074039
1.30745E+11,13074089
130745455,
1.30745E+11,13074001
1.30745E+11,13074012
1.30745E+11,13074014
1.30745E+11,13074015
1.30745E+11,13074024
1.30745E+11,13074025
1.30745E+11,13074038
1.30745E+11,13074048
1.30745E+11,13074050
1.30745E+11,13074061
1.30745E+11,13074062
1.30745E+11,13074064
1.30745E+11,13074072
1.30745E+11,13074075
1.30745E+11,13074088
130745456,
1.30745E+11,13074004
1.30745E+11,13074007
