"Amtlicher
Regional-
schlüssel (ARS)","Amtlicher
Gemeinde-schlüssel (AGS)"
81265003039,8126039
81265003046,8126046
81265004,
81265004028,8126028
81265004028,8126028
81265004060,8126060
81265004086,8126086
81265004086,8126086
81265005,
81265005066,8126066
81265005069,8126069
81265005069,8126069
81265005094,8126094
81265005094,8126094
8127,
81270008008,8127008
81270052052,8127052
81270075075,8127075
81275001,
81275001009,8127009
81275001009,8127009
81275001086,8127086
81275002,
81275002014,8127014
81275002073,8127073
81275002073,8127073
81275002103,8127103
81275002103,8127103
81275002104,8127104
81275002104,8127104
81275003,
81275003101,8127101
81275003101,8127101
81275003102,8127102
81275003102,8127102
81275004,
81275004032,8127032
81275004047,8127047
81275004047,8127047
81275005,
81275005043,8127043
81275005043,8127043
81275005089,8127089
81275005089,8127089
81275005099,8127099
81275005099,8127099
81275006,
81275006023,8127023
81275006023,8127023
81275006025,8127025
81275006025,8127025
81275006062,8127062
81275006062,8127062
81275006079,8127079
81275006079,8127079
81275007,
81275007012,8127012
81275007012,8127012
81275007013,8127013
81275007063,8127063
81275007063,8127063
81275008,
81275008046,8127046
81275008046,8127046
81275008071,8127071
81275008091,8127091
81275008091,8127091
81275009,
81275009056,8127056
81275009056,8127056
81275009059,8127059
81275009059,8127059
81275009076,8127076
81275009076,8127076
81275009100,8127100
81275009100,8127100
8128,
81280020020,8128020
81280039039,8128039
81280064064,8128064
81280082082,8128082
81280126126,8128126
81280131131,8128131
81280139139,8128139
81285001,
81285001006,8128006
81285001006,8128006
81285001007,8128007
81285001007,8128007
81285001058,8128058
81285001058,8128058
81285002,
81285002014,8128014
81285002138,8128138
81285002138,8128138
81285003,
81285003047,8128047
81285003137,8128137
81285003137,8128137
81285004,
81285004045,8128045
81285004045,8128045
81285004061,8128061
81285004061,8128061
81285004115,8128115
81285004128,8128128
81285004128,8128128
813,
8135,
81350010010,8135010
81350015015,8135015
81350020020,8135020
81350025025,8135025
81350032032,8135032
81355001,
81355001016,8135016
81355001021,8135021
81355001021,8135021
81355002,
81355002019,8135019
81355002026,8135026
81355002026,8135026
81355003,
81355003027,8135027
81355003027,8135027
81355003031,8135031
8136,
81360002002,8136002
81360027027,8136027
81360042042,8136042
81360045045,8136045
81360050050,8136050
81365001,
81365001021,8136021
81365001021,8136021
81365001033,8136033
81365001033,8136033
81365001088,8136088
81365002,
81365002010,8136010
81365002037,8136037
81365002037,8136037
81365002087,8136087
81365002087,8136087
81365003,
81365003003,8136003
81365003003,8136003
81365003018,8136018
81365003018,8136018
81365003019,8136019
81365003035,8136035
81365003035,8136035
81365003046,8136046
81365003046,8136046
81365003060,8136060
81365003060,8136060
81365003084,8136084
81365003084,8136084
81365003089,8136089
81365003089,8136089
81365004,
81365004038,8136038
81365004038,8136038
81365004082,8136082
81365005,
81365005020,8136020
81365005020,8136020
81365005024,8136024
81365005024,8136024
81365005034,8136034
81365005034,8136034
81365005040,8136040
81365005049,8136049
81365005049,8136049
81365005062,8136062
81365005062,8136062
81365006,
81365006007,8136007
81365006007,8136007
81365006009,8136009
81365006009,8136009
81365006028,8136028
81365006029,8136029
81365006029,8136029
81365006043,8136043
81365006043,8136043
81365007,
81365007065,8136065
81365007079,8136079
81365007079,8136079
81365008,
81365008015,8136015
81365008015,8136015
81365008044,8136044
81365008044,8136044
81365008061,8136061
81365008061,8136061
81365008066,8136066
81365008066,8136066
81365008070,8136070
81365008070,8136070
81365009,
81365009068,8136068
81365009068,8136068
81365009071,8136071
81365009075,8136075
81365009075,8136075
82,
821,
8211,
82110000000,8211000
8212,
82120000000,8212000
8215,
82150017017,8215017
82150046046,8215046
82150047047,8215047
82150064064,8215064
82150084084,8215084
82150089089,8215089
82150090090,8215090
82150096096,8215096
82150097097,8215097
82150101101,8215101
82150102102,8215102
82150105105,8215105
82150106106,8215106
82150108108,8215108
82150109109,8215109
82150110110,8215110
82155001,
82155001039,8215039
82155001039,8215039
82155001100,8215100
82155001100,8215100
82155002,
82155002007,8215007
82155002025,8215025
82155002025,8215025
82155003,
82155003009,8215009
82155003021,8215021
82155003021,8215021
82155003029,8215029
82155003029,8215029
82155003103,8215103
82155003103,8215103
82155004,
82155004099,8215099
82155004111,8215111
82155004111,8215111
82155005,
82155005040,8215040
82155005040,8215040
82155005059,8215059
82155006,
82155006066,8215066
82155006107,8215107
82155006107,8215107
82155007,
82155007082,8215082
82155007094,8215094
82155007094,8215094
8216,
82160008008,8216008
82160013013,8216013
82160015015,8216015
82165001,
82165001006,8216006
82165001006,8216006
82165001024,8216024
82165001024,8216024
82165002,
82165002007,8216007
82165002041,8216041
82165002041,8216041
82165003,
82165003002,8216002
82165003002,8216002
82165003005,8216005
82165003005,8216005
82165003009,8216009
82165003012,8216012
82165003012,8216012
82165004,
82165004017,8216017
82165004029,8216029
82165004029,8216029
82165004059,8216059
82165004059,8216059
82165005,
82165005023,8216023
82165005023,8216023
82165005033,8216033
82165005033,8216033
82165005039,8216039
82165005039,8216039
82165005043,8216043
82165005043,8216043
82165005052,8216052
82165005052,8216052
82165006,
82165006028,8216028
82165006028,8216028
82165006063,8216063
82165007,
82165007022,8216022
82165007022,8216022
82165007049,8216049
82165007049,8216049
822,
8221,
82210000000,8221000
8222,
82220000000,8222000
8225,
82250014014,8225014
82250060060,8225060
82255001,
82255001032,8225032
82255001032,8225032
82255001039,8225039
82255001039,8225039
82255001109,8225109
82255002,
82255002033,8225033
82255002042,8225042
82255002042,8225042
82255003,
82255003002,8225002
82255003068,8225068
82255003068,8225068
82255003116,8225116
82255003116,8225116
82255004,
82255004024,8225024
82255004024,8225024
82255004052,8225052
82255005,
82255005058,8225058
82255005067,8225067
82255005067,8225067
82255005074,8225074
82255005074,8225074
82255005117,8225117
82255005117,8225117
82255006,
82255006010,8225010
82255006010,8225010
82255006064,8225064
82255006113,8225113
82255006113,8225113
82255006118,8225118
82255006118,8225118
82255007,
82255007075,8225075
82255007082,8225082
82255007082,8225082
82255007114,8225114
82255007114,8225114
82255008,
82255008009,8225009
82255008009,8225009
82255008115,8225115
82255008115,8225115
82255009,
82255009001,8225001
82255009001,8225001
82255009091,8225091
82255009091,8225091
8226,
82260009009,8226009
82260012012,8226012
82260018018,8226018
82260028028,8226028
82260036036,8226036
82260037037,8226037
82260038038,8226038
82260041041,8226041
82260060060,8226060
82260062062,8226062
82260063063,8226063
82260076076,8226076
82260082082,8226082
82260084084,8226084
82260095095,8226095
82260096096,8226096
82260103103,8226103
82260105105,8226105
82260107107,8226107
82265001,
82265001013,8226013
82265001081,8226081
82265001081,8226081
82265002,
82265002020,8226020
82265002020,8226020
82265002048,8226048
82265002048,8226048
82265002049,8226049
82265002086,8226086
82265002086,8226086
82265002104,8226104
82265002104,8226104
82265003,
82265003031,8226031
82265003040,8226040
82265003040,8226040
82265004,
82265004003,8226003
82265004003,8226003
82265004032,8226032
82265004059,8226059
82265004059,8226059
82265004068,8226068
82265004068,8226068
82265005,
82265005006,8226006
82265005006,8226006
82265005022,8226022
82265005022,8226022
82265005056,8226056
82265005097,8226097
82265005097,8226097
82265006,
82265006046,8226046
82265006046,8226046
82265006054,8226054
82265006054,8226054
82265006065,8226065
82265007,
82265007027,8226027
82265007027,8226027
82265007029,8226029
82265007029,8226029
82265007080,8226080
82265007080,8226080
82265007099,8226099
82265007099,8226099
82265008,
82265008085,8226085
82265008101,8226101
82265008101,8226101
82265008102,8226102
82265008102,8226102
82265009,
82265009017,8226017
82265009017,8226017
82265009055,8226055
82265009055,8226055
82265009058,8226058
82265009058,8226058
82265009066,8226066
82265009066,8226066
82265009091,8226091
82265009106,8226106
82265009106,8226106
82265010,
82265010010,8226010
82265010010,8226010
82265010098,8226098
823,
8231,
82310000000,8231000
8235,
82350065065,8235065
82350080080,8235080
82355001,
82355001006,8235006
82355001006,8235006
82355001022,8235022
82355001022,8235022
82355001066,8235066
82355001066,8235066
82355002,
82355002007,8235007
82355002007,8235007
82355002029,8235029
82355002029,8235029
82355002057,8235057
82355002057,8235057
82355002067,8235067
82355002067,8235067
82355003,
82355003018,8235018
82355003018,8235018
82355003033,8235033
82355004,
82355004008,8235008
82355004073,8235073
82355004073,8235073
82355005,
82355005047,8235047
82355005047,8235047
82355005050,8235050
82355005050,8235050
82355005084,8235084
82355005084,8235084
82355006,
82355006055,8235055
82355006055,8235055
82355006085,8235085
82355007,
82355007020,8235020
82355007020,8235020
82355007032,8235032
82355007032,8235032
82355007046,8235046
82355007060,8235060
82355007060,8235060
82355008,
82355008025,8235025
82355008025,8235025
82355008035,8235035
82355008035,8235035
82355008079,8235079
8236,
82360004004,8236004
82360028028,8236028
82360030030,8236030
82360033033,8236033
82360046046,8236046
82360070070,8236070
82360071071,8236071
82360072072,8236072
82365001,
82365001019,8236019
82365001019,8236019
82365001025,8236025
82365001025,8236025
82365001039,8236039
82365001065,8236065
82365001065,8236065
82365001067,8236067
82365001067,8236067
82365001068,8236068
82365001068,8236068
82365002,
82365002011,8236011
82365002011,8236011
82365002074,8236074
82365002074,8236074
82365002076,8236076
82365002076,8236076
82365003,
82365003038,8236038
82365003061,8236061
82365003061,8236061
82365004,
82365004040,8236040
82365004050,8236050
82365004050,8236050
82365005,
82365005013,8236013
82365005013,8236013
82365005043,8236043
82365006,
82365006031,8236031
82365006031,8236031
82365006073,8236073
82365006075,8236075
82365006075,8236075
82365007,
82365007044,8236044
82365007044,8236044
82365007062,8236062
8237,
82370002002,8237002
82370004004,8237004
82370045045,8237045
82375001,
82375001019,8237019
82375001019,8237019
82375001030,8237030
82375001030,8237030
82375001061,8237061
82375001061,8237061
82375001074,8237074
82375002,
82375002028,8237028
82375002073,8237073
82375002073,8237073
82375002075,8237075
82375002075,8237075
82375003,
82375003024,8237024
82375003024,8237024
82375003027,8237027
82375003027,8237027
82375003040,8237040
82375005,
82375005032,8237032
82375005032,8237032
82375005054,8237054
82375005072,8237072
82375005072,8237072
83,
831,
8311,
83110000000,8311000
8315,
83150068068,8315068
83150076076,8315076
83150133133,8315133
83155001,
83155001006,8315006
83155001048,8315048
83155001048,8315048
83155002,
83155002015,8315015
83155002059,8315059
83155002059,8315059
83155002072,8315072
83155002072,8315072
83155003,
83155003020,8315020
83155003020,8315020
83155003064,8315064
83155003084,8315084
83155003084,8315084
83155003109,8315109
83155003109,8315109
83155004,
83155004014,8315014
83155004014,8315014
83155004131,8315131
83155005,
83155005047,8315047
83155005051,8315051
83155005051,8315051
83155006,
83155006008,8315008
83155006008,8315008
83155006033,8315033
83155006033,8315033
83155006050,8315050
83155007,
83155007003,8315003
83155007003,8315003
83155007056,8315056
83155007056,8315056
83155007073,8315073
83155007107,8315107
83155007107,8315107
83155007125,8315125
83155007125,8315125
83155008,
83155008016,8315016
83155008016,8315016
83155008052,8315052
83155009,
83155009013,8315013
83155009030,8315030
83155009030,8315030
83155009043,8315043
83155009043,8315043
83155010,
83155010039,8315039
83155010039,8315039
83155010070,8315070
83155011,
83155011115,8315115
83155011115,8315115
83155011132,8315132
83155011132,8315132
83155012,
83155012004,8315004
83155012004,8315004
83155012007,8315007
83155012007,8315007
83155012022,8315022
83155012022,8315022
83155012074,8315074
83155012111,8315111
83155012111,8315111
83155013,
83155013041,8315041
83155013041,8315041
83155013094,8315094
83155013094,8315094
83155013095,8315095
83155014,
83155014028,8315028
83155014028,8315028
83155014089,8315089
83155014089,8315089
83155014098,8315098
83155015,
83155015037,8315037
83155015037,8315037
83155015102,8315102
83155016,
83155016108,8315108
83155016108,8315108
83155016130,8315130
83155016130,8315130
83155017,
83155017031,8315031
83155017031,8315031
83155017113,8315113
83155017113,8315113
8316,
83165001,
83165001009,8316009
83165001036,8316036
83165001036,8316036
83165001045,8316045
83165001045,8316045
83165002,
83165002003,8316003
83165002003,8316003
83165002010,8316010
83165002055,8316055
83165002055,8316055
83165003,
83165003011,8316011
83165003011,8316011
83165003024,8316024
83165003024,8316024
83165003039,8316039
83165003039,8316039
83165003043,8316043
83165003043,8316043
83165003054,8316054
83165003054,8316054
83165004,
83165004017,8316017
83165004017,8316017
83165004020,8316020
83165004049,8316049
83165004049,8316049
83165004053,8316053
83165004053,8316053
83165005,
83165005002,8316002
83165005002,8316002
83165005012,8316012
83165005013,8316013
83165005013,8316013
83165005037,8316037
83165005037,8316037
83165005038,8316038
83165005038,8316038
83165005051,8316051
83165005051,8316051
83165006,
83165006014,8316014
83165006014,8316014
83165006042,8316042
83165006042,8316042
83165006056,8316056
83165006056,8316056
8317,
83170005005,8317005
83170031031,8317031
83170051051,8317051
83170057057,8317057
83170141141,8317141
83170151151,8317151
83170153153,8317153
83175001,
83175001001,8317001
83175001001,8317001
83175001068,8317068
83175001068,8317068
83175001116,8317116
83175001116,8317116
83175001118,8317118
83175001118,8317118
83175002,
83175002026,8317026
83175002073,8317073
83175002073,8317073
83175002113,8317113
83175002113,8317113
83175002114,8317114
83175002114,8317114
83175002152,8317152
83175002152,8317152
83175003,
83175003009,8317009
83175003009,8317009
83175003034,8317034
83175003034,8317034
83175003097,8317097
83175003097,8317097
83175004,
83175004029,8317029
83175004029,8317029
83175004040,8317040
83175004040,8317040
83175004046,8317046
83175004046,8317046
83175004078,8317078
83175004078,8317078
83175004129,8317129
83175004129,8317129
83175005,
83175005039,8317039
83175005039,8317039
83175005041,8317041
83175006,
83175006056,8317056
83175006102,8317102
83175006102,8317102
83175006126,8317126
83175006126,8317126
83175007,
83175007059,8317059
83175007059,8317059
83175007065,8317065
83175008,
83175008008,8317008
83175008008,8317008
83175008098,8317098
83175009,
83175009067,8317067
83175009067,8317067
83175009089,8317089
83175009110,8317110
83175009110,8317110
83175010,
83175010021,8317021
83175010021,8317021
83175010047,8317047
83175010047,8317047
83175010096,8317096
83175010100,8317100
83175010100,8317100
83175010122,8317122
83175010122,8317122
83175011,
83175011121,8317121
83175011121,8317121
83175011127,8317127
83175012,
83175012075,8317075
83175012075,8317075
83175012150,8317150
83175013,
83175013093,8317093
83175013093,8317093
83175013145,8317145
83175014,
83175014011,8317011
83175014011,8317011
83175014085,8317085
83175014085,8317085
83175014088,8317088
83175014088,8317088
83175014146,8317146
832,
8325,
83250012012,8325012
83255001,
83255001014,8325014
83255001071,8325071
83255001071,8325071
83255002,
83255002015,8325015
83255002015,8325015
83255002045,8325045
83255002070,8325070
83255002070,8325070
83255003,
83255003011,8325011
83255003011,8325011
83255003049,8325049
83255003049,8325049
83255003064,8325064
83255003064,8325064
83255003069,8325069
83255003069,8325069
83255003072,8325072
83255003072,8325072
83255004,
83255004050,8325050
83255004050,8325050
83255004051,8325051
83255005,
83255005001,8325001
83255005001,8325001
83255005024,8325024
83255005024,8325024
83255005036,8325036
83255005036,8325036
83255005053,8325053
83255006,
83255006057,8325057
83255006061,8325061
83255006061,8325061
83255007,
83255007009,8325009
83255007009,8325009
83255007060,8325060
83255007060,8325060
8326,
83260003003,8326003
83260005005,8326005
83260031031,8326031
83260052052,8326052
83260068068,8326068
83265001,
83265001006,8326006
83265001006,8326006
83265001012,8326012
83265001012,8326012
83265001027,8326027
83265001027,8326027
83265002,
83265002017,8326017
83265002020,8326020
83265002020,8326020
83265003,
83265003054,8326054
83265003054,8326054
83265003055,8326055
83265003055,8326055
83265003060,8326060
83265003060,8326060
83265004,
83265004010,8326010
83265004010,8326010
83265004037,8326037
83265004037,8326037
83265004041,8326041
83265004041,8326041
83265004061,8326061
83265004061,8326061
83265004065,8326065
83265004065,8326065
83265004074,8326074
83265004075,8326075
83265004075,8326075
8327,
83275001,
83275001004,8327004
83275001004,8327004
83275001008,8327008
83275001008,8327008
83275001016,8327016
83275001027,8327027
83275001027,8327027
83275001030,8327030
83275001030,8327030
83275001036,8327036
83275001036,8327036
83275001041,8327041
83275001041,8327041
83275002,
83275002007,8327007
83275002007,8327007
83275002009,8327009
83275002009,8327009
83275002013,8327013
83275002013,8327013
83275002019,8327019
83275002019,8327019
83275002029,8327029
83275002029,8327029
83275002040,8327040
83275002040,8327040
83275002051,8327051
83275002051,8327051
83275003,
83275003018,8327018
83275003025,8327025
83275003025,8327025
83275004,
83275004002,8327002
83275004002,8327002
83275004005,8327005
83275004005,8327005
83275004006,8327006
83275004006,8327006
83275004010,8327010
83275004010,8327010
83275004011,8327011
83275004011,8327011
83275004017,8327017
83275004017,8327017
83275004023,8327023
83275004023,8327023
83275004033,8327033
83275004033,8327033
83275004046,8327046
83275005,
83275005012,8327012
83275005012,8327012
83275005020,8327020
83275005020,8327020
83275005048,8327048
83275005048,8327048
83275005049,8327049
83275006,
83275006038,8327038
83275006038,8327038
83275006050,8327050
83275006054,8327054
83275006054,8327054
83275006055,8327055
83275006055,8327055
83275006056,8327056
83275006056,8327056
83275006057,8327057
83275006057,8327057
833,
8335,
83350035035,8335035
83350063063,8335063
83350080080,8335080
83355001,
83355001001,8335001
83355001001,8335001
83355001022,8335022
83355001097,8335097
83355001097,8335097
83355002,
83355002015,8335015
83355002015,8335015
83355002026,8335026
83355002026,8335026
83355002028,8335028
83355003,
83355003025,8335025
83355003025,8335025
83355003055,8335055
83355003055,8335055
83355003061,8335061
83355003061,8335061
83355004,
83355004002,8335002
83355004002,8335002
83355004043,8335043
83355004043,8335043
83355004066,8335066
83355004066,8335066
83355005,
83355005075,8335075
83355005077,8335077
83355005077,8335077
83355005081,8335081
83355005081,8335081
83355005100,8335100
83355005100,8335100
83355006,
83355006021,8335021
83355006021,8335021
83355006057,8335057
83355006057,8335057
83355006079,8335079
83355006096,8335096
83355006096,8335096
83355006098,8335098
83355006098,8335098
83355006099,8335099
83355006099,8335099
8336,
83360014014,8336014
83360084084,8336084
83360087087,8336087
83360091091,8336091
83360105105,8336105
83360107107,8336107
83365001,
83365001045,8336045
83365001104,8336104
83365001104,8336104
83365003,
83365003043,8336043
83365003043,8336043
83365003050,8336050
83365004,
83365004069,8336069
83365004082,8336082
83365004082,8336082
83365005,
83365005006,8336006
83365005006,8336006
83365005078,8336078
83365006,
83365006004,8336004
83365006004,8336004
83365006010,8336010
83365006010,8336010
83365006025,8336025
83365006025,8336025
83365006079,8336079
83365006080,8336080
83365006080,8336080
83365006089,8336089
83365006089,8336089
83365006090,8336090
83365006090,8336090
83365006094,8336094
83365006094,8336094
83365006096,8336096
83365006096,8336096
83365007,
83365007034,8336034
83365007034,8336034
83365007036,8336036
83365007036,8336036
83365007057,8336057
83365007057,8336057
83365007081,8336081
83365007081,8336081
83365008,
83365008008,8336008
83365008019,8336019
83365008019,8336019
83365008024,8336024
83365008024,8336024
83365008073,8336073
83365008073,8336073
83365008075,8336075
83365008075,8336075
83365008100,8336100
83365008100,8336100
83365009,
83365009103,8336103
83365009103,8336103
83365009106,8336106
83365009106,8336106
8337,
83370002002,8337002
83370038038,8337038
83370062062,8337062
83370066066,8337066
83370106106,8337106
83370116116,8337116
83375001,
83375001022,8337022
83375001127,8337127
83375001127,8337127
83375002,
83375002030,8337030
83375002030,8337030
83375002060,8337060
83375002070,8337070
83375002070,8337070
83375003,
83375003053,8337053
83375003053,8337053
83375003125,8337125
83375004,
83375004039,8337039
83375004039,8337039
83375004128,8337128
83375004128,8337128
83375005,
83375005049,8337049
83375005049,8337049
83375005076,8337076
83375005076,8337076
83375005090,8337090
83375005090,8337090
83375005096,8337096
83375006,
83375006013,8337013
83375006013,8337013
83375006027,8337027
83375006027,8337027
83375006045,8337045
83375006045,8337045
83375006051,8337051
83375006051,8337051
83375006059,8337059
83375006059,8337059
83375006097,8337097
83375006097,8337097
83375006108,8337108
83375006108,8337108
83375007,
83375007032,8337032
83375007032,8337032
83375007065,8337065
83375007065,8337065
83375007118,8337118
83375007118,8337118
83375007126,8337126
83375007126,8337126
83375008,
83375008123,8337123
83375008124,8337124
83375008124,8337124
84,
841,
8415,
84150014014,8415014
84150019019,8415019
84150059059,8415059
84150061061,8415061
84150073073,8415073
84150080080,8415080
84150091091,8415091
84150092092,8415092
84150093093,8415093
84155001,
84155001089,8415089
84155001090,8415090
84155001090,8415090
84155002,
84155002029,8415029
84155002029,8415029
84155002050,8415050
84155002050,8415050
84155002062,8415062
84155002062,8415062
84155003,
84155003027,8415027
84155003027,8415027
84155003048,8415048
84155003048,8415048
84155003053,8415053
84155004,
84155004060,8415060
84155004087,8415087
84155004087,8415087
84155005,
84155005028,8415028
84155005028,8415028
84155005039,8415039
84155005039,8415039
84155005078,8415078
84155005088,8415088
84155005088,8415088
84155006,
84155006034,8415034
84155006034,8415034
84155006058,8415058
84155006058,8415058
84155006085,8415085
8416,
84160009009,8416009
84160022022,8416022
84160023023,8416023
84160041041,8416041
84160048048,8416048
84165001,
84165001011,8416011
84165001011,8416011
84165001015,8416015
84165001026,8416026
84165001026,8416026
84165002,
84165002006,8416006
84165002006,8416006
84165002025,8416025
84165002031,8416031
84165002031,8416031
84165003,
84165003018,8416018
84165003018,8416018
84165003036,8416036
84165003049,8416049
84165003049,8416049
84165003050,8416050
84165003050,8416050
8417,
84170013013,8417013
84170025025,8417025
84170054054,8417054
84175001,
84175001010,8417010
84175001010,8417010
84175001079,8417079
84175002,
84175002002,8417002
84175002022,8417022
84175002022,8417022
84175003,
84175003008,8417008
84175003023,8417023
84175003023,8417023
84175004,
84175004031,8417031
84175004036,8417036
84175004036,8417036
84175004051,8417051
84175004051,8417051
84175005,
84175005044,8417044
84175005045,8417045
84175005045,8417045
84175005047,8417047
84175005047,8417047
84175006,
84175006014,8417014
84175006014,8417014
84175006015,8417015
84175006015,8417015
84175006016,8417016
84175006016,8417016
84175006029,8417029
84175006029,8417029
84175006052,8417052
84175006052,8417052
84175006057,8417057
84175006057,8417057
84175006071,8417071
84175006071,8417071
84175006078,8417078
84175006078,8417078
84175007,
84175007063,8417063
84175007063,8417063
84175007075,8417075
842,
8421,
84210000000,8421000
8425,
84250039039,8425039
84250108108,8425108
84250141141,8425141
84255001,
84255001002,8425002
84255001004,8425004
84255001004,8425004
84255002,
84255002017,8425017
84255002017,8425017
84255002020,8425020
84255003,
84255003028,8425028
84255003066,8425066
84255003066,8425066
84255003140,8425140
84255003140,8425140
84255004,
84255004014,8425014
84255004014,8425014
84255004031,8425031
84255004135,8425135
84255004135,8425135
84255005,
84255005033,8425033
84255005050,8425050
84255005050,8425050
84255005088,8425088
84255005088,8425088
84255005093,8425093
84255005093,8425093
84255006,
84255006064,8425064
84255006064,8425064
84255006110,8425110
84255006110,8425110
84255006137,8425137
84255006137,8425137
84255006138,8425138
84255006138,8425138
84255007,
84255007071,8425071
84255007071,8425071
84255007079,8425079
84255007079,8425079
84255007084,8425084
84255007084,8425084
84255007134,8425134
84255007134,8425134
84255007139,8425139
84255007139,8425139
84255008,
84255008005,8425005
84255008005,8425005
84255008011,8425011
84255008011,8425011
84255008013,8425013
84255008013,8425013
84255008019,8425019
84255008019,8425019
84255008022,8425022
84255008022,8425022
84255008024,8425024
84255008024,8425024
84255008062,8425062
84255008062,8425062
84255008072,8425072
84255008072,8425072
84255008083,8425083
84255008083,8425083
84255008085,8425085
84255008085,8425085
84255008092,8425092
84255008092,8425092
84255008097,8425097
84255008097,8425097
84255008112,8425112
84255008112,8425112
84255008130,8425130
84255008130,8425130
84255009,
84255009008,8425008
84255009008,8425008
84255009075,8425075
84255009075,8425075
84255010,
84255010035,8425035
84255010035,8425035
84255010036,8425036
84255010036,8425036
84255010052,8425052
84255010052,8425052
84255010055,8425055
84255010055,8425055
84255010073,8425073
84255010073,8425073
84255010081,8425081
84255010081,8425081
84255010090,8425090
84255010090,8425090
84255010091,8425091
84255010091,8425091
84255010098,8425098
84255010098,8425098
84255010104,8425104
84255010104,8425104
84255010123,8425123
84255010123,8425123
84255010124,8425124
84255010124,8425124
84255010125,8425125
84255010125,8425125
8426,
84260134134,8426134
84265001,
84265001005,8426005
84265001005,8426005
84265001006,8426006
84265001006,8426006
84265001013,8426013
84265001020,8426020
84265001020,8426020
84265001036,8426036
84265001036,8426036
84265001064,8426064
84265001064,8426064
84265001078,8426078
84265001078,8426078
84265001090,8426090
84265001090,8426090
84265001109,8426109
84265001109,8426109
84265001118,8426118
84265001118,8426118
84265002,
84265002014,8426014
84265002062,8426062
84265002062,8426062
84265003,
84265003011,8426011
84265003011,8426011
84265003021,8426021
84265003021,8426021
84265003038,8426038
84265003038,8426038
84265003058,8426058
84265003058,8426058
84265003071,8426071
84265003071,8426071
84265003074,8426074
84265003074,8426074
84265003120,8426120
84265003120,8426120
84265003128,8426128
84265003128,8426128
84265004,
84265004019,8426019
84265004019,8426019
84265004031,8426031
84265004031,8426031
84265004044,8426044
84265004044,8426044
84265004065,8426065
84265004065,8426065
84265004066,8426066
84265004066,8426066
84265005,
84265005001,8426001
84265005001,8426001
84265005028,8426028
84265005028,8426028
84265005070,8426070
84265005073,8426073
84265005073,8426073
84265006,
84265006043,8426043
84265006043,8426043
84265006087,8426087
84265006113,8426113
84265006113,8426113
84265006135,8426135
84265006135,8426135
84265007,
84265007008,8426008
84265007008,8426008
84265007035,8426035
84265007035,8426035
84265007045,8426045
84265007045,8426045
84265007067,8426067
84265007067,8426067
84265007097,8426097
84265007121,8426121
84265007121,8426121
84265007124,8426124
84265007124,8426124
84265008,
84265008100,8426100
84265008100,8426100
84265008117,8426117
84265008117,8426117
84265009,
84265009108,8426108
84265009125,8426125
84265009125,8426125
843,
8435,
84350035035,8435035
84355001,
84355001013,8435013
84355001013,8435013
84355001029,8435029
84355001030,8435030
84355001030,8435030
84355002,
84355002016,8435016
84355002024,8435024
84355002024,8435024
84355003,
84355003005,8435005
84355003005,8435005
84355003034,8435034
84355003034,8435034
84355003045,8435045
84355003045,8435045
84355003067,8435067
84355003067,8435067
84355004,
84355004010,8435010
84355004010,8435010
84355004018,8435018
84355004018,8435018
84355004036,8435036
84355004036,8435036
84355004054,8435054
84355004054,8435054
84355004066,8435066
84355004066,8435066
84355005,
84355005015,8435015
84355005015,8435015
84355005020,8435020
84355005020,8435020
84355005052,8435052
84355005052,8435052
84355006,
84355006042,8435042
84355006042,8435042
84355006057,8435057
84355007,
84355007047,8435047
84355007047,8435047
84355007053,8435053
84355007053,8435053
84355007059,8435059
84355007059,8435059
8436,
84360008008,8436008
84360010010,8436010
84360049049,8436049
84360052052,8436052
84360094094,8436094
84365001,
84365001005,8436005
84365001005,8436005
84365001019,8436019
84365001019,8436019
84365001024,8436024
84365001024,8436024
84365001027,8436027
84365001027,8436027
84365001032,8436032
84365001032,8436032
84365001040,8436040
84365001040,8436040
84365001047,8436047
84365001047,8436047
84365001053,8436053
84365001053,8436053
84365001067,8436067
84365001067,8436067
84365001077,8436077
84365001077,8436077
84365001093,8436093
84365001093,8436093
84365002,
84365002009,8436009
84365002014,8436014
84365002014,8436014
84365003,
84365003018,8436018
84365003018,8436018
84365003039,8436039
84365003039,8436039
84365003069,8436069
84365003069,8436069
84365003079,8436079
84365003079,8436079
84365004,
84365004003,8436003
84365004003,8436003
84365004004,8436004
84365004004,8436004
84365004055,8436055
84365005,
84365005011,8436011
84365005011,8436011
84365005012,8436012
84365005012,8436012
84365005013,8436013
84365005013,8436013
84365005064,8436064
84365005064,8436064
84365005082,8436082
84365005082,8436082
84365006,
84365006078,8436078
84365006085,8436085
84365006085,8436085
84365007,
84365007001,8436001
84365007001,8436001
84365007006,8436006
84365007006,8436006
84365007081,8436081
84365008,
84365008083,8436083
84365008095,8436095
84365008095,8436095
84365009,
84365009087,8436087
84365009096,8436096
84365009096,8436096
8437,
84370086086,8437086
84375001,
84375001031,8437031
84375001047,8437047
84375001047,8437047
84375001082,8437082
84375001082,8437082
84375001114,8437114
84375001114,8437114
84375002,
84375002053,8437053
84375002053,8437053
84375002076,8437076
84375002101,8437101
84375002101,8437101
84375003,
84375003072,8437072
84375003072,8437072
84375003078,8437078
84375003123,8437123
84375003123,8437123
84375004,
84375004056,8437056
84375004056,8437056
84375004088,8437088
